frame,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,label,video_id
0,0.5151128768920898,0.47338536381721497,0.056279610842466354,0.506576657295227,0.4721527099609375,0.02519281394779682,0.5042077898979187,0.4722987711429596,0.025065477937459946,0.49792423844337463,0.4724225103855133,0.02496434561908245,0.5120123624801636,0.4717431664466858,0.029563818126916885,0.51252281665802,0.4717070162296295,0.02958633191883564,0.5104396939277649,0.47163793444633484,0.029430659487843513,0.5028473138809204,0.47197607159614563,-0.020393872633576393,0.5137583613395691,0.47225421667099,-0.00518450140953064,0.5192851424217224,0.4767836630344391,0.05308550223708153,0.5199279189109802,0.4765269458293915,0.05776837468147278,0.48970451951026917,0.5053648352622986,-0.026090774685144424,0.580810010433197,0.4994121491909027,0.009775332175195217,0.45118337869644165,0.5788847208023071,0.10007655620574951,0.6622657775878906,0.5633869767189026,0.04900201037526131,0.44398176670074463,0.6170691847801208,0.3291590213775635,0.6948544979095459,0.5868508219718933,0.1082783192396164,0.44770464301109314,0.6349437832832336,0.3326905369758606,0.7009932994842529,0.6038782596588135,0.1006874069571495,0.44354069232940674,0.6353224515914917,0.32691025733947754,0.6914278268814087,0.6020258069038391,0.09611835330724716,0.44998279213905334,0.629426121711731,0.3315003216266632,0.6878224015235901,0.5965226888656616,0.10607754439115524,0.5253424048423767,0.644704282283783,-0.01807124726474285,0.5601099133491516,0.6432129740715027,0.018073074519634247,0.5192017555236816,0.7461151480674744,0.015896767377853394,0.5667535066604614,0.7553778290748596,-0.007826781831681728,0.5162431597709656,0.8697657585144043,0.21486477553844452,0.5899983048439026,0.8656690716743469,0.16895733773708344,0.5227882266044617,0.8827741742134094,0.22812308371067047,0.5644224286079407,0.8845890760421753,0.1792975664138794,0.4741295576095581,0.9004626274108887,0.11247222125530243,0.5861214399337769,0.8963505029678345,0.041414037346839905,sentarse,sentarse_021
1,0.5329994559288025,0.3894446790218353,-0.2029234617948532,0.5375012755393982,0.38155755400657654,-0.18022337555885315,0.5428868532180786,0.3819725513458252,-0.1809171885251999,0.5481836199760437,0.3820536434650421,-0.18119768798351288,0.5263841152191162,0.3815801739692688,-0.1620824784040451,0.5221056342124939,0.38227739930152893,-0.16130955517292023,0.5170652866363525,0.3829227685928345,-0.16135074198246002,0.5607724785804749,0.3874128758907318,-0.07172831892967224,0.5139882564544678,0.389347106218338,-0.06431715935468674,0.5415859222412109,0.4022958278656006,-0.05146486684679985,0.5271520018577576,0.40302157402038574,0.03678348660469055,0.6129354238510132,0.4550357162952423,0.009719980880618095,0.553827702999115,0.4600456953048706,0.027737442404031754,0.6484804749488831,0.5247761607170105,-0.03975595161318779,0.5111572742462158,0.5389437675476074,0.017703520134091377,0.6898313760757446,0.5823973417282104,-0.31087690591812134,0.450660765171051,0.6022968888282776,-0.21538054943084717,0.7008355855941772,0.6018595099449158,-0.4177108705043793,0.4358130991458893,0.6278484463691711,-0.2781651020050049,0.6900311708450317,0.5999319553375244,-0.4903552532196045,0.4437803626060486,0.6277821063995361,-0.2820051312446594,0.6853508949279785,0.5934191346168518,-0.35746103525161743,0.4508243799209595,0.618858814239502,-0.23331792652606964,0.5753694772720337,0.6154943704605103,-0.004532362334430218,0.5487267374992371,0.6149445176124573,0.0044756438583135605,0.5713430047035217,0.7475329637527466,-0.10073542594909668,0.5002508163452148,0.7515880465507507,-0.09945513308048248,0.5743822455406189,0.8704099655151367,0.1591007560491562,0.5281041264533997,0.8660765290260315,0.19459524750709534,0.5605612993240356,0.8877328038215637,0.16809354722499847,0.5310206413269043,0.8824567198753357,0.20754417777061462,0.6204354763031006,0.9026113152503967,-0.10505325347185135,0.5093013644218445,0.9015541672706604,-0.05296897515654564,sentarse,sentarse_021
2,0.539409875869751,0.38697487115859985,-0.11768324673175812,0.5471633076667786,0.37787923216819763,-0.09486639499664307,0.5529934763908386,0.3782074451446533,-0.09497158229351044,0.5592589974403381,0.3786425292491913,-0.09505118429660797,0.5317990183830261,0.378225177526474,-0.09220113605260849,0.5262342691421509,0.37879595160484314,-0.09205622225999832,0.5206686854362488,0.3794678747653961,-0.09198939800262451,0.572638750076294,0.38609564304351807,0.04744435101747513,0.5155873894691467,0.38717198371887207,0.05622794106602669,0.5514622330665588,0.3987012803554535,-0.055317118763923645,0.5298609137535095,0.3983406722545624,-0.04790070280432701,0.6363307237625122,0.44958972930908203,0.09776151180267334,0.536928117275238,0.4572584927082062,0.12146012485027313,0.6738597750663757,0.5177515149116516,0.11048229783773422,0.4684009850025177,0.5301072597503662,0.17706340551376343,0.7010526061058044,0.5775110721588135,-0.056534525007009506,0.4228004515171051,0.5998533964157104,0.061252299696207047,0.7057585716247559,0.596550703048706,-0.11012142151594162,0.41287338733673096,0.6278637647628784,0.016977988183498383,0.696258544921875,0.5946584343910217,-0.15659047663211823,0.42199409008026123,0.626372218132019,-0.033786267042160034,0.6920808553695679,0.5880390405654907,-0.07839764654636383,0.42873501777648926,0.6158612370491028,0.03672675043344498,0.5945028066635132,0.6106988191604614,-0.004356020130217075,0.5404407978057861,0.6118240356445312,0.0042290701530873775,0.589878261089325,0.7461993098258972,-0.058438584208488464,0.4936666786670685,0.7502400279045105,-0.06646975874900818,0.5943773984909058,0.8708844184875488,0.08070658892393112,0.5086503028869629,0.8668770790100098,0.12631326913833618,0.5744446516036987,0.8877864480018616,0.0819208100438118,0.5221085548400879,0.8819060921669006,0.1327793002128601,0.6409564018249512,0.903879702091217,-0.13679824769496918,0.484952837228775,0.9036700129508972,-0.06630787998437881,sentarse,sentarse_021
3,0.5425756573677063,0.3878287971019745,-0.07661549746990204,0.5528580546379089,0.380174845457077,-0.05318246781826019,0.5589558482170105,0.38059473037719727,-0.05326175317168236,0.5652950406074524,0.38087013363838196,-0.05332442373037338,0.5345484614372253,0.37986263632774353,-0.05095788091421127,0.5278617739677429,0.3800848722457886,-0.05082056298851967,0.5215807557106018,0.380424827337265,-0.05071640387177467,0.5772620439529419,0.38728630542755127,0.08011021465063095,0.5159738659858704,0.3860539197921753,0.08971250802278519,0.5553607940673828,0.39991551637649536,-0.024943020194768906,0.5307341814041138,0.39999935030937195,-0.02166339010000229,0.6393507719039917,0.4491488039493561,0.10656705498695374,0.5188584327697754,0.4550739824771881,0.1424189954996109,0.6785425543785095,0.5164006352424622,0.11151694506406784,0.4519754648208618,0.5333293676376343,0.19161580502986908,0.6997420787811279,0.5773631930351257,-0.03713766485452652,0.41931208968162537,0.6011407971382141,0.08778386563062668,0.7054058313369751,0.59682697057724,-0.08896133303642273,0.40643933415412903,0.6299093961715698,0.04367655888199806,0.694534957408905,0.5950976014137268,-0.13069303333759308,0.41413819789886475,0.6279813051223755,-0.004887450020760298,0.6885618567466736,0.5884914398193359,-0.05600878596305847,0.42228764295578003,0.6184980273246765,0.06430039554834366,0.6013725996017456,0.6094374060630798,-0.004931510891765356,0.5382266640663147,0.6106575131416321,0.004805943928658962,0.5959795713424683,0.7467092871665955,-0.034190233796834946,0.4913003444671631,0.7504222393035889,-0.03646029904484749,0.6025844216346741,0.8711529970169067,0.08292068541049957,0.5009818077087402,0.8660473823547363,0.1265193521976471,0.5804550647735596,0.8878415822982788,0.0828443244099617,0.515700101852417,0.8804526925086975,0.13091100752353668,0.6439640522003174,0.9062776565551758,-0.12028875946998596,0.47579213976860046,0.9044179916381836,-0.05505199730396271,sentarse,sentarse_021
4,0.5436916351318359,0.3859991729259491,-0.0686960518360138,0.5540556907653809,0.37787869572639465,-0.04409114643931389,0.5599659085273743,0.37832459807395935,-0.044144634157419205,0.5659153461456299,0.378666490316391,-0.04419473931193352,0.5357122421264648,0.3777469992637634,-0.04211512953042984,0.5291926264762878,0.3779732286930084,-0.04194754734635353,0.5231893658638,0.3782845139503479,-0.0418245792388916,0.5768781304359436,0.38627222180366516,0.08438965678215027,0.5168372392654419,0.386384516954422,0.09274128079414368,0.5565774440765381,0.39797231554985046,-0.020508743822574615,0.5309168696403503,0.39702510833740234,-0.01780347153544426,0.6395700573921204,0.4466831088066101,0.09815146028995514,0.5034106969833374,0.45613735914230347,0.14003030955791473,0.6801472306251526,0.514150083065033,0.10617506504058838,0.4409972131252289,0.5333935022354126,0.19486109912395477,0.6952361464500427,0.5808906555175781,-0.01784481666982174,0.4153217077255249,0.602474570274353,0.1158236414194107,0.7027370929718018,0.6021146774291992,-0.06546229869127274,0.4031940698623657,0.6298746466636658,0.07494957745075226,0.6906983852386475,0.5995851755142212,-0.1061025857925415,0.4116530120372772,0.6278697848320007,0.027858253568410873,0.6834922432899475,0.5921302437782288,-0.03519348055124283,0.4193457365036011,0.6194679141044617,0.09316633641719818,0.6050863862037659,0.6103593707084656,-0.005108855199068785,0.5345444083213806,0.6118861436843872,0.0049574775621294975,0.5990756750106812,0.7464947700500488,-0.023951584473252296,0.4911693036556244,0.7507756352424622,-0.03452325612306595,0.6056477427482605,0.870467483997345,0.08168018609285355,0.4976276755332947,0.8660138249397278,0.114268459379673,0.5838581323623657,0.887788712978363,0.08110988140106201,0.5127381682395935,0.8799410462379456,0.11776173114776611,0.6436310410499573,0.9071319699287415,-0.11487644910812378,0.4711013436317444,0.9062142968177795,-0.0607953704893589,sentarse,sentarse_021
5,0.5434838533401489,0.38644132018089294,-0.06698305159807205,0.5533369779586792,0.3776725232601166,-0.04315466806292534,0.5591438412666321,0.3780699670314789,-0.04321957752108574,0.5649330615997314,0.3785819411277771,-0.043266452848911285,0.5351325869560242,0.37784305214881897,-0.03864867612719536,0.5285971760749817,0.3781934082508087,-0.03848377987742424,0.5225399136543274,0.3786311149597168,-0.03838497772812843,0.5760341286659241,0.3869262933731079,0.07942260801792145,0.5162001252174377,0.3868308663368225,0.09853950887918472,0.5559222102165222,0.39880260825157166,-0.02190205454826355,0.5308105945587158,0.3976967930793762,-0.016062673181295395,0.6387516856193542,0.447582870721817,0.08622463792562485,0.4930632412433624,0.4572107195854187,0.1423707902431488,0.6783581972122192,0.5152429342269897,0.08398201316595078,0.4373660981655121,0.5351311564445496,0.18984858691692352,0.6900669932365417,0.5802421569824219,-0.047446999698877335,0.4141060709953308,0.6045403480529785,0.09936612099409103,0.7008252143859863,0.6018766760826111,-0.09681043028831482,0.4019302427768707,0.6319677233695984,0.056778326630592346,0.689093828201294,0.5993940830230713,-0.13743889331817627,0.4112178385257721,0.6311392188072205,0.009842058643698692,0.6806624531745911,0.5917529463768005,-0.06501588225364685,0.41853633522987366,0.6236431002616882,0.07630518823862076,0.6038637161254883,0.612272322177887,-0.00541005190461874,0.5263526439666748,0.61335688829422,0.005304002668708563,0.5997933745384216,0.7462448477745056,-0.021741222590208054,0.4909316301345825,0.7509503960609436,-0.026409300044178963,0.6064407229423523,0.8696087002754211,0.08636729419231415,0.4964877963066101,0.8660772442817688,0.11722947657108307,0.5843576192855835,0.886936366558075,0.08581339567899704,0.5119079351425171,0.8796972632408142,0.1199197843670845,0.6431500315666199,0.9069890379905701,-0.10779502242803574,0.4685746431350708,0.9070838093757629,-0.05558585748076439,sentarse,sentarse_021
6,0.5440738201141357,0.38810858130455017,-0.06832534819841385,0.553785502910614,0.37857961654663086,-0.044760026037693024,0.559542715549469,0.3788071870803833,-0.04483656957745552,0.5650734901428223,0.3790507912635803,-0.0448933020234108,0.5352393984794617,0.37895557284355164,-0.04292118176817894,0.5286998152732849,0.37926459312438965,-0.04276911914348602,0.522640585899353,0.3796408474445343,-0.042684923857450485,0.5753345489501953,0.3861054480075836,0.07779974490404129,0.5157114863395691,0.38759922981262207,0.08582956343889236,0.5566678643226624,0.3999701142311096,-0.02286825142800808,0.5307788252830505,0.3996869623661041,-0.020304914563894272,0.6382753252983093,0.446210116147995,0.08347315341234207,0.48267459869384766,0.4563249349594116,0.127479687333107,0.6771710515022278,0.5146502256393433,0.0777512788772583,0.43443822860717773,0.5355230569839478,0.1679178774356842,0.6876509189605713,0.5797852873802185,-0.06369075924158096,0.40958502888679504,0.6066619753837585,0.08213718235492706,0.6979638338088989,0.6020929217338562,-0.11390472948551178,0.39623209834098816,0.6340667605400085,0.040072403848171234,0.6854134202003479,0.5999418497085571,-0.15599222481250763,0.40627917647361755,0.6333044171333313,-0.007180487737059593,0.6773965954780579,0.5921506285667419,-0.08245338499546051,0.4136348068714142,0.6256735920906067,0.059012915939092636,0.6043420433998108,0.6111772060394287,-0.00568193756043911,0.5242251753807068,0.6127734184265137,0.005591274239122868,0.600570559501648,0.746415376663208,-0.024728260934352875,0.49090301990509033,0.7510783672332764,-0.03220678120851517,0.6071205735206604,0.8697689771652222,0.07271429151296616,0.4965199828147888,0.8665046691894531,0.10337628424167633,0.5849204659461975,0.8870934844017029,0.07071300595998764,0.5116159915924072,0.8799363374710083,0.1049545556306839,0.6432440876960754,0.9068385362625122,-0.1244770959019661,0.4676057994365692,0.907243013381958,-0.07268621027469635,sentarse,sentarse_021
7,0.5441057085990906,0.38758987188339233,-0.07373028993606567,0.5537325143814087,0.3781464099884033,-0.05005829408764839,0.5595086812973022,0.37834134697914124,-0.05013948678970337,0.5649483799934387,0.3785327076911926,-0.050192344933748245,0.5350505709648132,0.37866899371147156,-0.04716963320970535,0.5285391807556152,0.37902724742889404,-0.04703415185213089,0.5225141048431396,0.37944304943084717,-0.04695972800254822,0.574876606464386,0.38562044501304626,0.07165756821632385,0.5153654217720032,0.38770946860313416,0.08374305069446564,0.5569043159484863,0.3993942439556122,-0.028996363282203674,0.5306795835494995,0.39926281571388245,-0.025179797783493996,0.6389618515968323,0.44637489318847656,0.07634676992893219,0.4772115647792816,0.4573834538459778,0.12383759021759033,0.6771796941757202,0.5169428586959839,0.06560210138559341,0.43284130096435547,0.5364408493041992,0.16431891918182373,0.685032069683075,0.5830336809158325,-0.08207765221595764,0.40633222460746765,0.6087123155593872,0.07445727288722992,0.6935498714447021,0.6053369045257568,-0.13337190449237823,0.3938141465187073,0.6354956030845642,0.03164663165807724,0.6812395453453064,0.6019020080566406,-0.17577210068702698,0.404206246137619,0.6348674893379211,-0.01539495401084423,0.6739245653152466,0.5942493677139282,-0.10063108801841736,0.41117414832115173,0.6274830102920532,0.05139783024787903,0.6040623784065247,0.6130414605140686,-0.005893161986023188,0.522257924079895,0.613796591758728,0.005796115379780531,0.6007224321365356,0.7467915415763855,-0.028399523347616196,0.4895801842212677,0.7505999207496643,-0.02647590823471546,0.6065020561218262,0.8705042004585266,0.060937490314245224,0.49584057927131653,0.8659515976905823,0.11127455532550812,0.5849471092224121,0.8878418803215027,0.05799684301018715,0.5107957720756531,0.8798143863677979,0.11293387413024902,0.645488440990448,0.9075121879577637,-0.13689512014389038,0.46715620160102844,0.9070568680763245,-0.06217442825436592,sentarse,sentarse_021
8,0.543856680393219,0.3873530924320221,-0.07475628703832626,0.5534637570381165,0.37819769978523254,-0.05115344747900963,0.5591990351676941,0.37844154238700867,-0.05122347176074982,0.5646063089370728,0.3787001371383667,-0.05127178877592087,0.534907877445221,0.3785654902458191,-0.04785821959376335,0.5283604860305786,0.3788980543613434,-0.04772351309657097,0.5223398208618164,0.37928077578544617,-0.047641538083553314,0.5745080709457397,0.3856953978538513,0.07122978568077087,0.5151065587997437,0.38761845231056213,0.08544968068599701,0.5566413402557373,0.3990650773048401,-0.02964378520846367,0.5305808186531067,0.3988640308380127,-0.025249535217881203,0.638089656829834,0.44594937562942505,0.07692940533161163,0.4716941714286804,0.45678985118865967,0.12421329319477081,0.6759276390075684,0.5179462432861328,0.06868714839220047,0.42880779504776,0.5367502570152283,0.1676986664533615,0.6824324727058411,0.5880076885223389,-0.07228077948093414,0.40304020047187805,0.6090015172958374,0.08257182687520981,0.689613938331604,0.6098822355270386,-0.12187092751264572,0.3906979560852051,0.6356207132339478,0.04104349762201309,0.677539587020874,0.6068496704101562,-0.16428321599960327,0.4019361734390259,0.6352264285087585,-0.006341008935123682,0.6709012985229492,0.5996366143226624,-0.09071105718612671,0.4088444709777832,0.6279110312461853,0.05942646786570549,0.6037132143974304,0.6126951575279236,-0.005885259248316288,0.516858696937561,0.6141588091850281,0.005747211631387472,0.6004906296730042,0.7469515204429626,-0.027930602431297302,0.4895564317703247,0.7507700324058533,-0.03130157291889191,0.6060987710952759,0.8705419898033142,0.06589367240667343,0.49638617038726807,0.8662081360816956,0.10636595636606216,0.5848135352134705,0.8878092169761658,0.0635078176856041,0.5107262134552002,0.8795992732048035,0.10818973928689957,0.6445761919021606,0.9074195623397827,-0.13389629125595093,0.4677039384841919,0.9071794748306274,-0.06982989609241486,sentarse,sentarse_021
9,0.5436819195747375,0.3878154754638672,-0.07621506601572037,0.5533971190452576,0.37836357951164246,-0.052811793982982635,0.5590215921401978,0.3785272538661957,-0.0528714582324028,0.5643609762191772,0.37872350215911865,-0.05291607603430748,0.5347421169281006,0.37877851724624634,-0.04987644776701927,0.5282952189445496,0.37910041213035583,-0.04974506050348282,0.5222731828689575,0.37947991490364075,-0.04965768754482269,0.5742367506027222,0.38546302914619446,0.07193530350923538,0.514778733253479,0.38759925961494446,0.08511792123317719,0.5564888119697571,0.39930444955825806,-0.029772918671369553,0.5304416418075562,0.39924412965774536,-0.025723690167069435,0.6374044418334961,0.4456031620502472,0.08208277821540833,0.4679197371006012,0.4563599228858948,0.12357091903686523,0.6741420030593872,0.5194807648658752,0.07976460456848145,0.427507609128952,0.5354929566383362,0.16795861721038818,0.6809174418449402,0.5908042192459106,-0.050023194402456284,0.40280386805534363,0.6077967286109924,0.08646008372306824,0.6868082284927368,0.61302649974823,-0.09732385724782944,0.3897152245044708,0.6345773339271545,0.04589619114995003,0.6742101311683655,0.6104115843772888,-0.13968724012374878,0.4001989960670471,0.6340650916099548,-0.0017315737204626203,0.668224036693573,0.6031266450881958,-0.06864383071660995,0.4075890779495239,0.6267074942588806,0.06326807290315628,0.603291928768158,0.6133714914321899,-0.005265556741505861,0.5119518637657166,0.6142793297767639,0.005071013234555721,0.5998058915138245,0.7475301027297974,-0.027761124074459076,0.48967817425727844,0.7506521344184875,-0.03680576756596565,0.6057257652282715,0.8703722953796387,0.07362755388021469,0.4966815710067749,0.8662702441215515,0.10578523576259613,0.5846579074859619,0.887332558631897,0.07219254225492477,0.5105384588241577,0.8794123530387878,0.10837563872337341,0.6441259384155273,0.9073752760887146,-0.12727202475070953,0.46808183193206787,0.9073171019554138,-0.07252448797225952,sentarse,sentarse_021
